"asc_car","asc_bus","asc_air","asc_rail","asc_bus_shift_female","asc_air_shift_female","asc_rail_shift_female","b_tt_car","b_tt_bus","b_tt_air","b_tt_rail","b_tt_shift_business","b_access","b_cost","b_cost_shift_business","cost_income_elast","b_no_frills","b_wifi","b_food","lambda_PT","lambda_fastPT","logLike"
0,-0.0583738706786421,-0.412518958030269,-1.741126514187,-0.0229737378449319,-0.0382679192869887,-0.0309466249854146,-0.00789499914851977,-0.0102271811526467,-0.00936999443380181,8.13419894008464e-05,-0.00435530819440161,-0.01262427853831,-0.0357160397560713,0.0139473316084304,-0.498190331269243,0,0.483976055661093,0.228510583432645,0.465200891178691,0.325400098908751,-4884.58410361917
0,-0.125562369585845,-0.563804309875849,-1.48879692508009,0.0838997101977269,0.0758836758589808,0.0701711410625403,-0.00792476747742947,-0.0103272468174642,-0.00870005027986566,-0.00190006810733496,-0.00448051755671025,-0.011158803948222,-0.0376283316479903,0.0142169644575932,-0.535542693804266,0,0.494911577079044,0.217074324562985,0.469371537304569,0.339014430846807,-4851.84311184317
0,0.307967583631427,-0.572529511040934,-1.03120971178911,0.251124026705946,0.240241284483793,0.195984499496282,-0.00773057555349439,-0.0116222780247881,-0.00762452627414212,-0.00443681646191538,-0.00476908058685616,-0.0110452739928737,-0.0399747830762027,0.0167456343742473,-0.632526456915183,0,0.511714893717315,0.220312796204562,0.461861347861033,0.363689460241937,-4823.1385262325
0,0.349716137218549,-0.646914978564158,-1.09744457084279,0.220844199841619,0.211136080008532,0.178387817046455,-0.00804858604440687,-0.0122193920339334,-0.00779970420329836,-0.00468818818647198,-0.0051559680371848,-0.0110766428186988,-0.0420328864945879,0.0171814618570568,-0.656783230494456,0,0.535462669074845,0.227846030607551,0.480740959896021,0.391076434300978,-4813.45106691607
0,0.190319245963228,-0.963935543362216,-1.4158300452736,0.229067484426749,0.208435248208886,0.172434628690156,-0.00901725506882845,-0.0134251706840112,-0.00809579909016108,-0.00474843748459657,-0.00570834846750717,-0.0117323619209326,-0.0460031490723045,0.0199333441314627,-0.704500968085085,0,0.592771121261227,0.247333251360149,0.529870312269492,0.451345027615905,-4795.78119389391
0,0.537225861880404,-0.711347315843315,-1.4712123641321,0.124467177918861,0.131511303683047,0.127743485850159,-0.00947838016542554,-0.0153040997911087,-0.00987463202083796,-0.00470146988305923,-0.00662085266785973,-0.014315289845111,-0.0524291236899245,0.0197458436543594,-0.675601439891222,0,0.696194520500125,0.294975061615414,0.597588167895911,0.555818425116832,-4781.66530736723
0,0.373786934888392,-0.857993552454668,-1.73112666878442,0.177736007528604,0.174210041745744,0.161680628628709,-0.0102812262391614,-0.015978178660739,-0.0108250709390923,-0.0046308658767196,-0.00646493427974673,-0.0154192065147183,-0.0548213366690439,0.0217917817282987,-0.644746498316066,0,0.726803521431883,0.307845362581132,0.626466591478588,0.582980663519499,-4774.88820230781
0,0.385592475590224,-0.760525177393765,-1.72475767793812,0.241820287839056,0.221776309687693,0.190888508716604,-0.0103502823046905,-0.0164089078056098,-0.0117421205531384,-0.00466363029460439,-0.00609665553407912,-0.0163334492174522,-0.0569558480121866,0.0240745082243152,-0.617703582811552,0,0.749443659283148,0.31891810590304,0.648875116401387,0.59986664217279,-4772.14695422572
0,0.383283906869025,-0.724559539544412,-1.70144420295903,0.263324732993534,0.233833644577839,0.190134610981808,-0.0104463522047135,-0.0165643794831297,-0.0121658725283417,-0.00489093318521688,-0.00590488914844502,-0.0167253738879421,-0.0576736088195227,0.0248970722689928,-0.612693675316638,0,0.755094018242206,0.321892523913717,0.655840802536946,0.601791654198328,-4771.66493123407
0,0.402410542093738,-0.671963980174997,-1.64092819739955,0.279727064518411,0.240843548896578,0.182740455485479,-0.0104306876568313,-0.0166554301596495,-0.012447628810979,-0.00516070575086155,-0.00577969432939962,-0.0170055838819612,-0.0581369406274013,0.0253960540631173,-0.61272438612667,0,0.75849751938042,0.324097448963777,0.662772779061684,0.600973664821386,-4771.34454471035
0,0.407844945683925,-0.653775614961375,-1.60613868195351,0.287404391350568,0.243476372611375,0.176175989949325,-0.0104245220862606,-0.0166901615816092,-0.0125143720347012,-0.00534033792408718,-0.00575982251396103,-0.0171109852654517,-0.058287994785866,0.0254759831809807,-0.615366581220695,0,0.759963318178267,0.325265129840067,0.668706388274381,0.599195570606486,-4771.14656321436
0,0.403430061065155,-0.657331536648419,-1.58855336345126,0.291487380137916,0.244883806290831,0.171379393306399,-0.0104223309548176,-0.0167025971663413,-0.0124328874185211,-0.00544723816913223,-0.00579827735538149,-0.017098553857195,-0.0582972049738856,0.025374219144844,-0.619400618133189,0,0.760764461989177,0.326064481686052,0.676580289116745,0.596636617037347,-4770.93964799988
0,0.388241818297552,-0.684807242743353,-1.59926591091249,0.290995189029646,0.244743505610119,0.170536889429628,-0.010445649818506,-0.0167132917277933,-0.0122413391055136,-0.00544026843108176,-0.00586402115080938,-0.016975165009392,-0.0582179603306329,0.0252317098764415,-0.623593523314707,0,0.760756404681094,0.326196082616904,0.685867262543794,0.59363799691039,-4770.73675682021
0,0.374271949434487,-0.719911818453572,-1.63103843320552,0.285966252594243,0.242625474374326,0.173875185352625,-0.0104884804108084,-0.0167459886737192,-0.0120530493233626,-0.00533302596224165,-0.00591068559766195,-0.0168135302606004,-0.0581399417856362,0.0252055590938838,-0.626516052755169,0,0.759883119842826,0.325500514100716,0.694133925778953,0.590872505469725,-4770.58261265472
0,0.376201749875579,-0.734695796551746,-1.65515885918458,0.280093131421621,0.239757076554182,0.177926727926037,-0.0105204567336181,-0.0167990089080832,-0.0120078872839108,-0.00523466793345237,-0.00590721878472858,-0.0167440138235345,-0.0581419699567832,0.0253235883958248,-0.627186536821107,0,0.758727528750139,0.324509611338818,0.697648720810063,0.58932024749172,-4770.5157650403
0,0.389245350051187,-0.729969996336203,-1.66011402637625,0.276417497418569,0.237724776037924,0.179927853772416,-0.0105286779813875,-0.0168474600751258,-0.0120582956572349,-0.0052050284251743,-0.00588492411279089,-0.0167637063130587,-0.058185188651733,0.0254427216269091,-0.626881908265537,0,0.75784161209609,0.323835655868791,0.69775208220467,0.588546793839397,-4770.49391198689
0,0.404075863273521,-0.719863276601886,-1.65561299373129,0.274507807314676,0.236609560421568,0.180466304425084,-0.0105243832615156,-0.0168840934385488,-0.0121184163117232,-0.00521455507129584,-0.00586917730815441,-0.0168084405624931,-0.0582225469646627,0.0255048223077025,-0.626571358780768,0,0.757175306050521,0.323471109136059,0.696907677686189,0.587850238790434,-4770.48451774693
0,0.415812559688834,-0.711623180290409,-1.64899897581459,0.27377589762671,0.236249641372905,0.180299570154444,-0.0105164360244197,-0.0169077977665893,-0.0121541605553844,-0.00523629275659558,-0.00586550762322563,-0.0168457083160183,-0.05824208956555,0.025513506926896,-0.626408537868056,0,0.756685615354824,0.323337770842329,0.696038847899255,0.587077679945245,-4770.47947940727
0,0.415812555434068,-0.711623166796141,-1.64899898963678,0.273775898195114,0.236249657092587,0.18029955098058,-0.0105150165132431,-0.0169093302800327,-0.0121529537187958,-0.00523831767175806,-0.00586728874296712,-0.0168452781660793,-0.0582425856606336,0.0255133251944203,-0.626408536874912,0,0.756685612871974,0.323337774083257,0.696038826292292,0.587077637506315,-4770.47916955874
0,0.415812553520109,-0.711623156056811,-1.64899899455525,0.273775901281304,0.23624967627663,0.180299529657726,-0.0105162696037814,-0.0169100056781935,-0.0121518080009512,-0.00523905449934039,-0.00586966340074328,-0.0168447811824305,-0.0582435546663572,0.0255129025654477,-0.626408537863705,0,0.756685611366263,0.323337781061102,0.696038800588097,0.587077571395356,-4770.47897599968
0,0.415812556258061,-0.711623172099813,-1.64899898547639,0.273775923745416,0.236249742466426,0.180299434547362,-0.0105150668801227,-0.0169089368903388,-0.0121509159990309,-0.00523777544088316,-0.00587596024322221,-0.0168448694731091,-0.0582509526279061,0.0255092549728083,-0.626408557185066,0,0.756685591350403,0.323337806076558,0.696038688429238,0.587077202875376,-4770.47848575755
0,0.415812552014487,-0.711623180582527,-1.64899897451255,0.273775933699934,0.236249780011088,0.18029938396506,-0.0105147472422149,-0.0169104707118181,-0.0121503895885089,-0.00523624924531639,-0.00587795847125814,-0.0168449013179434,-0.0582546528967888,0.0255070688321034,-0.62640856074256,0,0.756685584993654,0.323337821889737,0.69603862136246,0.587077006033118,-4770.47830136814
0,0.41581254922616,-0.711623178052852,-1.6489989766718,0.273775968652694,0.236249906321823,0.18029921593861,-0.010515626959794,-0.0169116894549114,-0.0121469522882796,-0.00523697206823998,-0.00587734685848899,-0.0168442433422201,-0.0582642868754892,0.025500391861855,-0.626408559806488,0,0.756685580581231,0.323337864101522,0.696038457796691,0.587076476910348,-4770.47787711894
0,0.415812562471359,-0.71162340649509,-1.64899886455856,0.273776331130645,0.236251035615297,0.180297655732597,-0.0105179704396836,-0.0169123610074914,-0.012148864748284,-0.00524048801628367,-0.00587839562698857,-0.0168556879093417,-0.0582645636939803,0.0254958834867248,-0.626407310963704,0,0.756686203507579,0.323338209497416,0.69603783828571,0.587073372402735,-4770.47781557874
0,0.415812562471359,-0.71162340649509,-1.64899886455856,0.273776331130645,0.236251035615297,0.180297655732597,-0.0105179704396836,-0.0169123610074914,-0.012148864748284,-0.00524048801628367,-0.00587839562698857,-0.0168556879093417,-0.0582645636939803,0.0254958834867248,-0.626407310963704,0,0.756686203507579,0.323338209497416,0.69603783828571,0.587073372402735,-4770.47781557874
0,0.415812562471359,-0.71162340649509,-1.64899886455856,0.273776331130645,0.236251035615297,0.180297655732597,-0.0105179704396836,-0.0169123610074914,-0.012148864748284,-0.00524048801628367,-0.00587839562698857,-0.0168556879093417,-0.0582645636939803,0.0254958834867248,-0.626407310963704,0,0.756686203507579,0.323338209497416,0.69603783828571,0.587073372402735,-4770.47781557874
0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,1,-Inf
